           0   0.00000000    
           1   2.30258512    
           2   3.80666256    
           3   4.78749180    
           4   5.34710741    
           5   5.52942896    
           6   5.34710741    
           7   4.78749180    
           8   3.80666256    
           9   2.30258512    
          10   0.00000000    
